Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Running_Hours,Vibration_RMS_mm_s,Status,Label,Reason
26.13,82.67,2.85,0.168,206,5.99,Warning,1,Vibration in warning range (4-7 mm/s)
50.14,61.78,2.91,0.111,1797.7,2.22,Normal,0,None
27.4,93.03,2.49,0.431,4238.3,4.76,Critical,2,Service critical (>3000 hrs) - Service required
39.77,72.53,3.08,0.148,2711.2,4.61,Warning,1,Service interval warning (2000-3000 hrs)
67.9,92.22,2.6,0.16,1767.3,4.45,Warning,1,Multiple parameters in warning range
34.25,64.74,2.96,0.133,2660.5,4.96,Warning,1,Service interval warning (2000-3000 hrs)
27.6,84.83,3.03,0.179,1041.7,0.55,Normal,0,None
28.59,81.62,2.93,0.153,1314.4,0.46,Normal,0,None
66.86,96.59,2.74,0.24,1081,9.5,Critical,2,Bearing/Alignment issue (High current + High vibration)
27.32,82.82,3,0.134,1926.4,2.3,Normal,0,None
62.18,85.48,2.93,0.011,24.5,2.17,Warning,1,Motor current in warning range (60-70A)
44.13,76.54,3.11,0.488,1559.8,2.13,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
26.24,107.78,2.93,0.277,1835,1.2,Critical,2,Oil temperature critical (>105°C)
29.16,73.87,2.84,0.064,1458.6,1.19,Normal,0,None
61.8,72.83,3.16,0.044,1327.4,0.99,Warning,1,Motor current in warning range (60-70A)
55.95,88.63,2.85,0.116,1649.5,2.6,Normal,0,None
36.05,79.72,3.59,0.155,382.5,1.73,Warning,1,Line pressure high warning (3.2-3.6 bar)
29.3,71.9,3.16,0.133,2164.6,4.75,Warning,1,Service interval warning (2000-3000 hrs)
35.34,86.61,3.5,0.143,1115.2,3.06,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.7,73.09,3.19,0.122,578.8,0.73,Normal,0,None
51.27,78.05,2.86,0.209,2722.7,5.16,Warning,1,Service interval warning (2000-3000 hrs)
53.99,88.19,3.16,0.176,202,3.6,Warning,1,Oil temperature in warning range (90-105°C)
55.85,82.08,2.89,0.117,1190.4,0.32,Normal,0,None
34.75,85.19,3.36,0.517,776.6,5.78,Critical,2,Filter choked (ΔP >0.5 bar)
37.22,74.75,2.87,0.034,1425.3,0,Normal,0,None
42.67,68.62,2.89,0.059,1990.4,0.59,Normal,0,None
0.55,74.19,2.4,0.194,1436.7,2.32,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
61.04,106.36,3.22,0.399,1056,5.84,Critical,2,Oil temperature critical (>105°C)
67.65,105.37,2.6,0.704,2602.6,1.24,Critical,2,Filter choking (High temperature + High ΔP)
26.72,102.44,3.08,0.226,372.7,3.13,Warning,1,Oil temperature in warning range (90-105°C)
47.38,91.54,3.61,0.264,994.3,4.14,Critical,2,Line pressure critically high (>3.6 bar)
62.01,69.26,2.83,0.143,1565.2,0,Warning,1,Motor current in warning range (60-70A)
59.56,92.08,2.79,0.212,2420.1,5.65,Warning,1,Multiple parameters in warning range
59.02,88.57,3.22,0.236,1795.2,3.6,Warning,1,Multiple parameters in warning range
41.33,69.98,3.02,0.113,702.2,3.51,Normal,0,None
26.57,79.07,2.83,0.05,52.1,6.87,Warning,1,Vibration in warning range (4-7 mm/s)
57.1,96.54,2.88,0.248,289.5,2.67,Warning,1,Oil temperature in warning range (90-105°C)
50.62,71.83,2.91,0.129,1354,2.01,Normal,0,None
60.97,89.61,2.95,0.186,1672.6,2.67,Warning,1,Motor current in warning range (60-70A)
56.91,64.01,3.1,0.156,1971.3,3.16,Normal,0,None
72.32,64.19,2.03,0.476,196.7,4.62,Critical,2,Air leak/Airend wear (High current + Low pressure)
36.72,100.29,3.08,0.237,852.1,3.97,Warning,1,Oil temperature in warning range (90-105°C)
34.85,69.65,2.84,0.06,738.3,3.25,Normal,0,None
37.6,89.52,2.91,0.403,4914.1,4.61,Critical,2,Service critical (>3000 hrs) - Service required
59.32,75.65,2.89,0.078,140,2.88,Normal,0,None
30.66,101.82,3.1,0.206,1998.5,1.87,Warning,1,Oil temperature in warning range (90-105°C)
35.8,90.96,3.05,0.18,1562.5,0.78,Warning,1,Oil temperature in warning range (90-105°C)
62.8,95.41,2.71,0.341,2348.3,5.01,Warning,1,Multiple parameters in warning range
40.59,89.59,3.1,0.067,356.8,0.67,Normal,0,None
43.13,76.29,3.52,0.204,1042.5,3.98,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.71,74.98,2.52,0.075,1034.2,1.79,Warning,1,Line pressure low warning (2.4-2.8 bar)
65.39,80.19,3.23,0.786,1780.2,4.83,Critical,2,Filter choked (ΔP >0.5 bar)
42.24,73.02,3.16,0.043,55.8,3.12,Normal,0,None
54.11,82.31,2.96,0.683,4148.8,7.68,Critical,2,Service critical (>3000 hrs) - Service required
28.04,87.99,2.95,0.128,99.5,0.36,Normal,0,None
49.08,69.01,2.87,0.025,500.2,6.23,Warning,1,Vibration in warning range (4-7 mm/s)
60.34,102.27,3.18,0.268,1660,3.54,Warning,1,Multiple parameters in warning range
44,62.81,3.22,0.436,783.8,1.69,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
60.27,96.81,3.47,0.258,1552.7,3.37,Warning,1,Multiple parameters in warning range
48.79,65.21,2.99,0.161,1796.5,1.82,Normal,0,None
54.52,92.47,3.08,0.267,1665.9,0.37,Warning,1,Oil temperature in warning range (90-105°C)
57.23,65.89,2.96,0.228,2545.3,3.65,Warning,1,Service interval warning (2000-3000 hrs)
31.72,67.3,3.18,0.101,994.6,0.31,Normal,0,None
59.34,93.87,2.77,0.198,1040.6,0.07,Warning,1,Oil temperature in warning range (90-105°C)
46.6,73.57,2.89,0.083,885,2.36,Normal,0,None
35.31,68.07,2.54,0.056,1883.4,3.86,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.72,63.46,3.11,0.128,1984,3.62,Normal,0,None
59.9,72.87,2.57,0.193,607.9,3.49,Warning,1,Line pressure low warning (2.4-2.8 bar)
39.12,75.66,2.87,0.171,1067.7,0.65,Normal,0,None
54.64,86.37,2.57,0.161,2266.4,3.16,Warning,1,Multiple parameters in warning range
44.42,85.32,2.9,0.121,1385.5,3.65,Normal,0,None
42.84,64.13,3.06,0.03,1329.7,1.68,Normal,0,None
31.09,65.31,3.36,0,493.7,2.86,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.77,74.68,3.11,0.285,2952.8,2.26,Warning,1,Service interval warning (2000-3000 hrs)
68.7,99.34,3.16,0.321,2126.4,3.74,Warning,1,Multiple parameters in warning range
39.69,70.33,2.38,0.49,1474.3,0.59,Critical,2,Line pressure critically low (<2.4 bar)
43.69,70.55,2.8,0.138,72.1,2.57,Normal,0,None
63.16,78.42,3.13,0.043,106.4,1.41,Warning,1,Motor current in warning range (60-70A)
2.02,76.21,2.21,0.26,2278.5,1.18,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
67.45,100.2,3.43,0.362,713.3,9.41,Critical,2,Bearing/Alignment issue (High current + High vibration)
41.63,77.32,2.96,0.053,1069.3,1.9,Normal,0,None
57.29,81.49,3.04,0.194,2435,3.61,Warning,1,Service interval warning (2000-3000 hrs)
39.71,70.65,2.95,0.031,1999.9,0.29,Normal,0,None
39.21,103.07,2.85,0.242,1544.5,2.32,Warning,1,Oil temperature in warning range (90-105°C)
28.19,109.98,2.99,0.072,2304.9,0.94,Critical,2,Oil temperature critical (>105°C)
68,83.91,2.99,0.015,873.4,0.98,Warning,1,Motor current in warning range (60-70A)
48.38,86.15,3.16,0.152,2650.8,2.91,Warning,1,Service interval warning (2000-3000 hrs)
26.31,66.36,3.3,0.099,308.3,0.83,Warning,1,Line pressure high warning (3.2-3.6 bar)
55.55,64.08,3.19,0.182,1201.9,0.23,Normal,0,None
25.17,66.87,3.49,0.095,998.9,4,Warning,1,Line pressure high warning (3.2-3.6 bar)
68.55,70.61,2.93,0.024,1320.9,1.65,Warning,1,Motor current in warning range (60-70A)
32.24,90.71,3.06,0.003,944.7,0.74,Normal,0,None
35.75,72.1,3.03,0.118,1881.7,1,Normal,0,None
40.69,90.72,3.13,0.165,917.4,1.56,Warning,1,Oil temperature in warning range (90-105°C)
54.59,86.16,3.02,0.032,1662.1,2.16,Normal,0,None
55.94,72.82,2.88,0.458,705.1,0,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
73.14,98.83,2.9,0.476,769.1,1.87,Critical,2,Motor current critical (>70A)
41.26,69.65,3.08,0.249,1038.6,2.61,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
54.08,64.24,3.22,0.093,757.8,0.51,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.83,75.46,3.01,0.053,448.4,2.31,Normal,0,None
42.16,95.01,2.81,0.283,111.5,0.48,Warning,1,Oil temperature in warning range (90-105°C)
52.47,85.22,3.1,0.037,1392.1,3.67,Normal,0,None
49.75,65.77,3.08,0.325,1892,3.17,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.1,70.83,2.59,0.114,1189.5,3.16,Warning,1,Line pressure low warning (2.4-2.8 bar)
65.43,89.35,3.12,0.26,2123.9,5.32,Warning,1,Multiple parameters in warning range
32,61.82,3.09,0.155,452.4,0.59,Normal,0,None
68.24,84.97,3.11,0.086,213.7,0.94,Warning,1,Motor current in warning range (60-70A)
37.91,92,3.09,0.309,352.2,0.08,Warning,1,Oil temperature in warning range (90-105°C)
33.72,69.51,2.8,0.15,315.5,4.01,Normal,0,None
51.33,84.88,3.09,0.086,1307.5,3.75,Normal,0,None
55.7,80.19,3.51,0.034,1796.2,3.89,Warning,1,Line pressure high warning (3.2-3.6 bar)
32.57,70.57,3.43,0.038,1572.4,3.76,Warning,1,Line pressure high warning (3.2-3.6 bar)
41.31,63.05,2.92,0.161,549.2,1.4,Normal,0,None
37.76,82.14,3.1,0.04,1477.8,2.77,Normal,0,None
38.17,66.18,3.43,0.044,1838.9,0.71,Warning,1,Line pressure high warning (3.2-3.6 bar)
35.66,60.97,2.85,0.161,1182,2.49,Normal,0,None
63.02,90.23,3.03,0.149,1220.6,1.61,Warning,1,Motor current in warning range (60-70A)
33.44,87.61,2.78,0.099,975.4,1.96,Warning,1,Line pressure low warning (2.4-2.8 bar)
50.91,62.04,3.19,0.076,1897.9,2.37,Normal,0,None
6.36,79.82,2.45,0.115,745.7,1.34,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
44,87.98,2.96,0.005,1119.3,1.32,Normal,0,None
32.36,72.56,2.21,0.026,2431.2,3.06,Critical,2,Line pressure critically low (<2.4 bar)
26.21,79.97,3.07,0.427,211.4,1.82,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.98,75.32,3.16,0.031,1203.6,4.9,Warning,1,Vibration in warning range (4-7 mm/s)
49.79,79.35,3.15,0.351,1852.1,0.06,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.44,65.22,3,0.282,898.1,2.21,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
42.61,80.39,2.37,0.07,1932,0.71,Warning,1,Line pressure low warning (2.4-2.8 bar)
53.48,74.41,2.91,0.206,439,5.01,Warning,1,Vibration in warning range (4-7 mm/s)
51.54,81.73,3.02,0,733.2,6.1,Warning,1,Vibration in warning range (4-7 mm/s)
47.98,76.33,2.82,0.093,56.4,6.53,Warning,1,Vibration in warning range (4-7 mm/s)
38.14,76.23,2.82,0.038,1058.4,3.74,Normal,0,None
49.71,87.28,3.02,0.206,1661.3,1.9,Normal,0,None
61.79,77.23,3.07,0.165,1586.6,3.96,Warning,1,Motor current in warning range (60-70A)
51.42,84.65,2.98,0.165,8,4.93,Warning,1,Vibration in warning range (4-7 mm/s)
55.57,68.48,2.79,0.044,290.9,5.59,Warning,1,Vibration in warning range (4-7 mm/s)
57.6,83.37,2.92,0.176,1446.2,3.68,Normal,0,None
42.03,72.21,2.95,0.002,1575.3,0.3,Normal,0,None
27.64,108.66,2.88,0.58,2280.5,6.14,Critical,2,Filter choking (High temperature + High ΔP)
61.44,69.27,3.66,0.151,964,3.73,Critical,2,Line pressure critically high (>3.6 bar)
65.7,88.17,3.25,0.367,2283.9,5.82,Warning,1,Multiple parameters in warning range
29.13,83.1,3.12,0.143,2146.7,2.51,Warning,1,Service interval warning (2000-3000 hrs)
58.71,67.48,2.55,0.044,12,0.59,Warning,1,Line pressure low warning (2.4-2.8 bar)
56.24,74.49,3.14,0.125,1862.4,3.79,Normal,0,None
48.42,95.42,3.07,0.154,176.5,3.06,Warning,1,Oil temperature in warning range (90-105°C)
46.61,79.78,2.89,0.092,1644.8,4.84,Warning,1,Vibration in warning range (4-7 mm/s)
49.11,88.01,3.09,0.308,2296.3,2.2,Warning,1,Service interval warning (2000-3000 hrs)
53.79,74.66,2.93,0.011,893.8,3.77,Normal,0,None
36.18,67.22,2.63,0.046,1272.2,2.38,Warning,1,Line pressure low warning (2.4-2.8 bar)
47.77,84.25,2.88,0.15,1756.3,2.6,Normal,0,None
62.88,77.74,3.17,0.186,1542,1.63,Warning,1,Motor current in warning range (60-70A)
69.65,72.56,3.05,0.079,1433.2,3.47,Warning,1,Motor current in warning range (60-70A)
26.88,69.98,2.87,0.062,1727.6,3.82,Normal,0,None
28.71,85.18,2.86,0.147,951.9,2.41,Normal,0,None
43.23,66.62,3.01,0.201,2432.4,3.3,Warning,1,Service interval warning (2000-3000 hrs)
54.56,84.81,3.4,0.125,611.6,3.41,Warning,1,Line pressure high warning (3.2-3.6 bar)
52.03,63.64,3.13,0.079,1196.4,3.57,Normal,0,None
72.42,70.16,2.01,0.099,975.3,5.32,Critical,2,Air leak/Airend wear (High current + Low pressure)
45.73,73.02,2.82,0.027,1751.6,0,Normal,0,None
59.26,66.85,3.15,0.243,2001.3,2.6,Warning,1,Service interval warning (2000-3000 hrs)
53.23,61.53,3.19,0.114,378.2,3.47,Warning,1,Line pressure high warning (3.2-3.6 bar)
38.32,75.16,3.28,0.138,1071.7,0.64,Warning,1,Line pressure high warning (3.2-3.6 bar)
48.41,65.66,3.11,0.123,1435.7,1.29,Normal,0,None
68.03,79.5,3,0.077,1943.8,0.76,Warning,1,Motor current in warning range (60-70A)
59.5,76,2.89,0.127,121.8,1.37,Normal,0,None
68.78,94.81,3.19,0.315,1738.6,5.19,Warning,1,Multiple parameters in warning range
58.84,89.61,2.8,0.191,718.8,1.91,Warning,1,Oil temperature in warning range (90-105°C)
57.34,88,3.13,0,1326,2.82,Normal,0,None
37.17,88.15,3.12,0.341,1375.3,0.03,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
44.96,63.37,3.01,0.022,1237.2,3.13,Normal,0,None
50.53,76.56,2.74,0.048,1438.6,4.01,Warning,1,Line pressure low warning (2.4-2.8 bar)
31.88,89.46,3.11,0.028,729.4,2.32,Normal,0,None
30.67,67.43,2.81,0.445,1972.7,8.19,Critical,2,Vibration critical (>7 mm/s)
37.97,84.72,2.98,0.016,848.7,4.21,Warning,1,Vibration in warning range (4-7 mm/s)
58.32,87.28,2.6,0.345,2147,4.59,Warning,1,Multiple parameters in warning range
2.94,60.34,2.95,0.26,2060.9,2.88,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
72.47,79.77,3.48,0.138,1870.2,3.91,Critical,2,Motor current critical (>70A)
72.82,67.18,3.41,0.174,606.9,0.68,Critical,2,Motor current critical (>70A)
41.52,80.18,2.91,0.085,1463.2,3.73,Normal,0,None
51.65,78.51,3.13,0.089,1801.4,3.75,Normal,0,None
72.28,98.08,3.03,0.064,1011.3,9.43,Critical,2,Bearing/Alignment issue (High current + High vibration)
42.23,65.21,2.96,0.187,2551.1,2.14,Warning,1,Service interval warning (2000-3000 hrs)
42.97,64.35,2.48,0.179,361.6,2.04,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.11,89.7,3.17,0.205,980.3,1.26,Normal,0,None
45.3,66.26,3.15,0.256,2252.4,4.51,Warning,1,Service interval warning (2000-3000 hrs)
58.57,83.37,2.99,0.133,1915.5,6.84,Warning,1,Vibration in warning range (4-7 mm/s)
27.69,82.02,2.78,0.172,148.7,2.78,Warning,1,Line pressure low warning (2.4-2.8 bar)
46.79,61.25,2.86,0.179,906.7,4.12,Warning,1,Vibration in warning range (4-7 mm/s)
64.52,94.35,2.23,0.32,2080.8,1.02,Critical,2,Air leak/Airend wear (High current + Low pressure)
65.09,78.89,3.47,0.076,1454.8,8.68,Critical,2,Bearing/Alignment issue (High current + High vibration)
62.85,80.73,3.08,0.179,1463.9,1.18,Warning,1,Motor current in warning range (60-70A)
52.37,87.38,3.16,0.098,1069,2.92,Normal,0,None
50.35,68.78,3.07,0.127,207.5,4.42,Warning,1,Vibration in warning range (4-7 mm/s)
48.41,98.8,3,0.239,1207.4,1.1,Warning,1,Oil temperature in warning range (90-105°C)
47.53,94.9,2.89,0.216,1708.5,1.3,Warning,1,Oil temperature in warning range (90-105°C)
29.54,88.13,3.14,0.057,1144.2,1.82,Normal,0,None
52.89,64.89,3.05,0,608.7,5.39,Warning,1,Vibration in warning range (4-7 mm/s)
50.52,76.52,3.18,0.15,1692.9,3.98,Normal,0,None
58.84,72.75,3.1,0.154,1301.9,6.47,Warning,1,Vibration in warning range (4-7 mm/s)
64.83,73.45,3.07,0.172,1822.2,1.2,Warning,1,Motor current in warning range (60-70A)
52.32,89.34,2.95,0.008,624.3,3.41,Normal,0,None
49.8,69.64,3.03,0.026,1201.8,4.8,Warning,1,Vibration in warning range (4-7 mm/s)
49.75,80.28,3.43,0.083,185.9,0.97,Warning,1,Line pressure high warning (3.2-3.6 bar)
58.22,67.64,2.94,0.037,54.4,4.09,Normal,0,None
35.1,77.69,3.14,0.061,627.9,2.28,Normal,0,None
40.52,61.99,3.24,0.09,905.8,1.87,Warning,1,Line pressure high warning (3.2-3.6 bar)
45.52,89.96,3.04,0.178,1783.2,1.47,Warning,1,Oil temperature in warning range (90-105°C)
51.92,88.93,2.87,0.223,2915.6,4.17,Warning,1,Service interval warning (2000-3000 hrs)
39.75,78.49,2.52,0.055,1850,2.62,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.68,64.77,2.83,0.071,1371.8,3.56,Normal,0,None
60.79,69.09,2.91,0.129,1768.2,1.35,Warning,1,Motor current in warning range (60-70A)
56.37,80.15,3.18,0.211,1423,0.94,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
27.52,63.36,3.19,0.019,1198.3,4.89,Warning,1,Vibration in warning range (4-7 mm/s)
56.55,84.35,3.09,0.055,1376.4,2.01,Normal,0,None
35.84,63.97,3.51,0.025,327.8,3.44,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.51,69.65,2.76,0.393,4689.2,5.67,Critical,2,Service critical (>3000 hrs) - Service required
62.16,81.89,2.87,0.127,1902.4,3.49,Warning,1,Motor current in warning range (60-70A)
29.48,84.79,3.01,0.031,104.1,6.01,Warning,1,Vibration in warning range (4-7 mm/s)
53.32,108.75,2.77,0.387,1889.9,1.15,Critical,2,Oil temperature critical (>105°C)
45.76,85.98,3.13,0.126,1551.9,2.48,Normal,0,None
2.78,65.5,2.47,0.207,986.6,3.64,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
40.83,86.3,2.82,0.053,561.4,3.1,Normal,0,None
26.76,59.3,3.1,0,322.9,3.69,Normal,0,None
44.04,69,3.07,0.078,195.1,3.11,Normal,0,None
45.99,100.5,2.99,0.239,20.1,3.24,Warning,1,Oil temperature in warning range (90-105°C)
30.84,62.14,3.44,0.164,1136.6,2.57,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.64,86.75,2.8,0.097,2729.6,4.77,Warning,1,Service interval warning (2000-3000 hrs)
52.2,91.4,3.05,0.208,676.9,0,Warning,1,Oil temperature in warning range (90-105°C)
38.64,69.32,3.17,0.462,1782.7,2.31,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
39.65,72.55,3.14,0.076,1130.3,4.98,Warning,1,Vibration in warning range (4-7 mm/s)
50.68,67.93,3.2,0.118,1113.7,4.64,Warning,1,Vibration in warning range (4-7 mm/s)
27.89,73.09,3.08,0.355,512,0.47,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
51.88,69.07,2.51,0.206,1999.7,4.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
32.06,87.58,3.02,0.159,69.3,1.05,Normal,0,None
66.28,77.9,2.93,0.081,557.7,1.7,Warning,1,Motor current in warning range (60-70A)
55.22,97.34,3.07,0.164,1145.3,1.47,Warning,1,Oil temperature in warning range (90-105°C)
2.1,69.68,2.92,0.147,2581.1,1.48,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
29.11,91.61,3.17,0.039,2409.7,7.41,Critical,2,Vibration critical (>7 mm/s)
38.56,77.75,2.87,0.06,1682.6,1.41,Normal,0,None
43.86,67.19,3.02,0.079,612.9,1.98,Normal,0,None
59.2,83.51,3.15,0.188,226.8,3.61,Normal,0,None
27.28,79.45,2.94,0.047,774.5,1.95,Normal,0,None
51.24,86.75,2.81,0.03,761.2,3.84,Normal,0,None
59.18,85.6,2.81,0.202,1373.9,0,Normal,0,None
35.23,85.65,3,0.128,815.7,2.91,Normal,0,None
68.17,63.61,3.37,0.084,1077.7,9.1,Critical,2,Bearing/Alignment issue (High current + High vibration)
40.64,65.82,2.88,0.141,2461,2.95,Warning,1,Service interval warning (2000-3000 hrs)
56.47,102.31,2.7,0.302,1665.6,3.56,Warning,1,Multiple parameters in warning range
59.9,80.93,2.98,0.124,1958.6,0.46,Normal,0,None
58.6,88.11,3.08,0.105,1624.5,1.74,Normal,0,None
59.65,99.2,3.31,0.257,2123.3,5.99,Warning,1,Multiple parameters in warning range
34.05,68.36,2.86,0.476,187.9,2.66,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
56.08,94.03,2.96,0.28,1169.2,1.57,Warning,1,Oil temperature in warning range (90-105°C)
69.11,91.7,2.31,0.254,267.8,2.51,Critical,2,Air leak/Airend wear (High current + Low pressure)
48.09,85.03,3.21,0.189,507.4,2.08,Warning,1,Line pressure high warning (3.2-3.6 bar)
53.63,75.03,2.93,0.162,2716.3,2.63,Warning,1,Service interval warning (2000-3000 hrs)
36.47,61.41,2.87,0.028,257.9,0.57,Normal,0,None
30.27,70.68,2.96,0.096,957.8,5.13,Warning,1,Vibration in warning range (4-7 mm/s)
57.52,83.89,2.9,0.105,1513.4,1.21,Normal,0,None
42.11,87.11,3.1,0.061,854.1,1.31,Normal,0,None
65.28,72.48,2.91,0.134,716.9,0.67,Warning,1,Motor current in warning range (60-70A)
72.89,101.34,2.18,0.456,2756.2,0.73,Critical,2,Air leak/Airend wear (High current + Low pressure)
57.21,93.91,2.73,0.384,2191.1,8.4,Critical,2,Vibration critical (>7 mm/s)
26.94,85.68,3.05,0.139,1007.3,1.29,Normal,0,None
43.31,79.98,2.88,0.089,776.7,3.74,Normal,0,None
29.55,83.74,2.63,0.042,1160.9,7.83,Critical,2,Vibration critical (>7 mm/s)
44.38,73.75,2.02,0.289,2036.4,5.31,Critical,2,Line pressure critically low (<2.4 bar)
58.59,64.02,2.88,0.159,299.2,4.84,Warning,1,Vibration in warning range (4-7 mm/s)
30.52,103.8,2.97,0.258,1086.7,2.02,Warning,1,Oil temperature in warning range (90-105°C)
46.67,66.41,3.2,0.117,1801.8,1.56,Normal,0,None
50.63,88.11,2.99,0.038,1034.5,0.39,Normal,0,None
46.47,87.1,2.79,0.137,1062.9,1.84,Normal,0,None
36.12,71.87,2.86,0.239,323.8,0.64,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
9.67,81.06,2.98,0.132,2180.2,2.69,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
28.39,72.61,2.6,0.321,4217.3,7.55,Critical,2,Service critical (>3000 hrs) - Service required
37.76,84.45,2.93,0.245,1511.1,2.64,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
40.34,60.56,2.64,0.151,1235.1,0.17,Warning,1,Line pressure low warning (2.4-2.8 bar)
71.8,86.76,2.74,0.236,848.7,0.74,Critical,2,Motor current critical (>70A)
30.24,86.61,3.02,0.131,2780.8,3.08,Warning,1,Service interval warning (2000-3000 hrs)
65.14,86.28,3.05,0.124,1861.9,2.8,Warning,1,Motor current in warning range (60-70A)
56.23,65.09,2.42,0.069,907.5,3.28,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.34,78.67,2.93,0.119,1956.5,4.41,Warning,1,Vibration in warning range (4-7 mm/s)
35.34,88.42,2.86,0.024,5,1.65,Normal,0,None
48.72,66.51,3.17,0.324,3430.1,7.64,Critical,2,Service critical (>3000 hrs) - Service required
48.09,68.44,3.21,0.171,2834.4,5.12,Warning,1,Service interval warning (2000-3000 hrs)
47.6,85.73,3.2,0.136,197.6,0.51,Normal,0,None
47.84,69.08,3.08,0.114,620.7,1.43,Normal,0,None
32.54,68.3,2.83,0.114,1807.3,1.91,Normal,0,None
74.5,100.71,3.05,0.137,2917.3,0.85,Critical,2,Motor current critical (>70A)
53.39,69.64,3.13,0.177,1571.3,1.04,Normal,0,None
63.96,69.94,3.04,0.21,221.7,0.72,Warning,1,Motor current in warning range (60-70A)
33.19,82.25,2.96,0.188,364.1,0.12,Normal,0,None
60.88,95.9,2.86,0.273,1786.9,4.94,Warning,1,Multiple parameters in warning range
50.84,64.3,2.85,0.101,376.8,6.78,Warning,1,Vibration in warning range (4-7 mm/s)
55.54,78.67,2.53,0.076,296.4,3.96,Warning,1,Line pressure low warning (2.4-2.8 bar)
44.89,62.38,2.88,0.044,169.5,4.98,Warning,1,Vibration in warning range (4-7 mm/s)
40.46,81.94,2.99,0.019,1548.8,2,Normal,0,None
24.94,87.28,3.05,0.192,504.2,1.96,Normal,0,None
38.28,67.6,3.14,0.236,2056.6,3.57,Warning,1,Service interval warning (2000-3000 hrs)
48.32,67.32,2.95,0.041,236.8,3.81,Normal,0,None
37,86.5,3.11,0.01,1368.4,0.36,Normal,0,None
39.41,105.49,2.87,0.799,813.4,4.5,Critical,2,Filter choking (High temperature + High ΔP)
40.04,89.09,3.01,0.194,349.5,1.43,Normal,0,None
66.7,63.39,2,0.019,2158.6,1.52,Critical,2,Air leak/Airend wear (High current + Low pressure)
27.38,72.67,3.17,0.288,2026.9,4.72,Warning,1,Service interval warning (2000-3000 hrs)
49.48,81.67,2.88,0.042,1759.1,2.28,Normal,0,None
56.51,86.12,3.4,0.15,1572.8,1.78,Warning,1,Line pressure high warning (3.2-3.6 bar)
64.24,85.53,2.99,0.233,1850.9,4.43,Warning,1,Multiple parameters in warning range
34.11,93.63,3.11,0.189,1123.1,2.83,Warning,1,Oil temperature in warning range (90-105°C)
32.7,85.19,3.08,0.154,939.4,0.49,Normal,0,None
62.89,65.04,2.89,0.169,1499.9,0.92,Warning,1,Motor current in warning range (60-70A)
38.45,60.6,3.09,0.099,164.6,2.89,Normal,0,None
62.72,88.53,1.85,0.391,2945.6,2.84,Critical,2,Line pressure critically low (<2.4 bar)
35.32,61.5,3.17,0.122,519.4,0.69,Normal,0,None
65.47,105.68,2.43,0.12,1079.5,3.59,Critical,2,Air leak/Airend wear (High current + Low pressure)
52.49,65.33,2.86,0.189,67.4,2.12,Normal,0,None
30.1,63.64,3.07,0.067,1367.5,1.72,Normal,0,None
27.7,76.12,3.17,0.055,1726,3.81,Normal,0,None
36.78,63.96,2.43,0.141,1225.4,1.86,Warning,1,Line pressure low warning (2.4-2.8 bar)
39.73,85.16,2.78,0.072,448.7,3.25,Warning,1,Line pressure low warning (2.4-2.8 bar)
58.95,98.38,2.98,0.213,1844.1,0.87,Warning,1,Oil temperature in warning range (90-105°C)
40.62,87.97,3.08,0.244,2942.1,4.19,Warning,1,Service interval warning (2000-3000 hrs)
54.88,72.79,3.12,0.304,2259.7,2.53,Warning,1,Service interval warning (2000-3000 hrs)
